BioTIME,parsed,class,phylum,common
Tubulipora phalangea,Tubulipora phalangea,Stenolaemata,Bryozoa,NA
Tubulipora plumosa,Tubulipora plumosa,Stenolaemata,Bryozoa,NA
Tubulipora sp,Tubulipora,Stenolaemata,Bryozoa,NA
Tubuliporidae,Tubuliporidae,Stenolaemata,Bryozoa,NA
Tucetona gealei,Tucetona gealei,Bivalvia,Mollusca,NA
Tucetona sp1,Tucetona,Bivalvia,Mollusca,NA
Tucetona sp2,Tucetona,Bivalvia,Mollusca,NA
Tudivasum armigera,Tudivasum armigera,Gastropoda,Mollusca,NA
Tudivasum sp1,Tudivasum,Gastropoda,Mollusca,NA
Tufted titmouse,Tufted titmouse,NA,NA,NA
Tugonia inopinata,Tugonia inopinata,Bivalvia,Mollusca,NA
Tugurium,Tugurium,Gastropoda,Mollusca,NA
Tugurium caribaeum,Tugurium caribaeum,Gastropoda,Mollusca,NA
Tulasnella albida,Tulasnella albida,Agaricomycetes,Basidiomycota,NA
Tulasnella violacea,Tulasnella violacea,Agaricomycetes,Basidiomycota,NA
Tulasnella violea,Tulasnella violea,Agaricomycetes,Basidiomycota,NA
Tumidotheres maculatus,Tumidotheres maculatus,Malacostraca,Arthropoda,NA
Tunicata,Tunicata,NA,NA,NA
Turban snails,Turban snails,NA,NA,NA
Turbellaria,Turbellaria,NA,NA,NA
Turbellaria bohater,Turbellaria bohater,NA,NA,NA
Turbellaria sp1,Turbellaria,NA,NA,NA
Turbellaria sp2,Turbellaria,NA,NA,NA
Turbellaria sp3,Turbellaria,NA,NA,NA
Turbellaria sp4,Turbellaria,NA,NA,NA
Turbellaria sp5,Turbellaria,NA,NA,NA
Turbicellepora,Turbicellepora,Gymnolaemata,Bryozoa,NA
Turbicellepora avicularis,Turbicellepora avicularis,Gymnolaemata,Bryozoa,NA
Turbicellepora boreale,Turbicellepora boreale,Gymnolaemata,Bryozoa,NA
Turbicellepora dichotoma,Turbicellepora dichotoma,Gymnolaemata,Bryozoa,NA
Turbicellepora laevis,Turbicellepora laevis,Gymnolaemata,Bryozoa,NA
Turbicellepora magnicostata,Turbicellepora magnicostata,Gymnolaemata,Bryozoa,NA
Turbicellopora dichotoma,Turbicellopora dichotoma,Gymnolaemata,Bryozoa,NA
Turbinaria,Turbinaria,NA,NA,NA
Turbinaria conoides,Turbinaria conoides,Phaeophyceae,Ochrophyta,NA
Turbinaria decurrens,Turbinaria decurrens,Phaeophyceae,Ochrophyta,NA
Turbinaria frondens,Turbinaria frondens,Anthozoa,Cnidaria,NA
Turbinaria immersa,Turbinaria immersa,Anthozoa,Cnidaria,NA
Turbinaria irregularis,Turbinaria irregularis,Anthozoa,Cnidaria,NA
Turbinaria mesenterina,Turbinaria mesenterina,Anthozoa,Cnidaria,NA
Turbinaria ornata,Turbinaria ornata,Phaeophyceae,Ochrophyta,NA
Turbinaria patula,Turbinaria patula,Anthozoa,Cnidaria,NA
Turbinaria radicalis,Turbinaria radicalis,Anthozoa,Cnidaria,NA
Turbinaria reniformis,Turbinaria reniformis,Anthozoa,Cnidaria,NA
Turbinaria retiformis,Turbinaria retiformis,Anthozoa,Cnidaria,NA
Turbinaria sp,Turbinaria,NA,NA,NA
Turbinaria stellulata,Turbinaria stellulata,Anthozoa,Cnidaria,NA
Turbinellidae,Turbinellidae,Gastropoda,Mollusca,NA
Turbinidae,Turbinidae,Gastropoda,Mollusca,NA
Turbinidae genus1,Turbinidae,Gastropoda,Mollusca,NA
Turbo,Turbo,Gastropoda,Mollusca,NA
Turbo canaliculatus,Turbo canaliculatus,Gastropoda,Mollusca,NA
Turbo castanea,Turbo castanea,Gastropoda,Mollusca,NA
Turbo cepoides,Turbo cepoides,Gastropoda,Mollusca,NA
Turbo coronatus,Turbo coronatus,Gastropoda,Mollusca,NA
Turbo gemmatus,Turbo gemmatus,Gastropoda,Mollusca,NA
Turbo haynesi,Turbo haynesi,Gastropoda,Mollusca,NA
Turbo imperialis,Turbo imperialis,Gastropoda,Mollusca,NA
Turbo jourdani,Turbo jourdani,Gastropoda,Mollusca,NA
Turbo marmoratus,Turbo marmoratus,Gastropoda,Mollusca,NA
Turbonilla,Turbonilla,Gastropoda,Mollusca,NA
Turbonilla acuta,Turbonilla acuta,Gastropoda,Mollusca,NA
Turbonilla ad,Turbonilla ad,Gastropoda,Mollusca,NA
Turbonilla aequalis,Turbonilla aequalis,Gastropoda,Mollusca,NA
Turbonilla ai,Turbonilla ai,Gastropoda,Mollusca,NA
Turbonilla bushiana,Turbonilla bushiana,Gastropoda,Mollusca,NA
Turbonilla conradi,Turbonilla conradi,Gastropoda,Mollusca,NA
Turbonilla crenata,Turbonilla crenata,Gastropoda,Mollusca,NA
Turbonilla dalli,Turbonilla dalli,Gastropoda,Mollusca,NA
Turbonilla delicata,Turbonilla delicata,Gastropoda,Mollusca,NA
Turbonilla elegantula,Turbonilla elegantula,Gastropoda,Mollusca,NA
Turbonilla francisquitana,Turbonilla francisquitana,Gastropoda,Mollusca,NA
Turbonilla gabbiana,Turbonilla gabbiana,Gastropoda,Mollusca,NA
Turbonilla hemphili,Turbonilla hemphili,Gastropoda,Mollusca,NA
Turbonilla hemphilli,Turbonilla hemphilli,Gastropoda,Mollusca,NA
Turbonilla incisa,Turbonilla incisa,Gastropoda,Mollusca,NA
Turbonilla interrupta,Turbonilla interrupta,Gastropoda,Mollusca,NA
Turbonilla lactea,Turbonilla lactea,Gastropoda,Mollusca,NA
Turbonilla nivea,Turbonilla nivea,Gastropoda,Mollusca,NA
Turbonilla pesa,Turbonilla pesa,Gastropoda,Mollusca,NA
Turbonilla polita,Turbonilla polita,Gastropoda,Mollusca,NA
Turbonilla portoricana,Turbonilla portoricana,Gastropoda,Mollusca,NA
Turbonilla protracta,Turbonilla protracta,Gastropoda,Mollusca,NA
Turbonilla rathbuni,Turbonilla rathbuni,Gastropoda,Mollusca,NA
Turbonilla sp,Turbonilla,Gastropoda,Mollusca,NA
Turbonilla sp1,Turbonilla,Gastropoda,Mollusca,NA
Turbonilla sp12,Turbonilla,Gastropoda,Mollusca,NA
Turbonilla sp14,Turbonilla,Gastropoda,Mollusca,NA
Turbonilla sp16,Turbonilla,Gastropoda,Mollusca,NA
Turbonilla sp17,Turbonilla,Gastropoda,Mollusca,NA
Turbonilla sp18,Turbonilla,Gastropoda,Mollusca,NA
Turbonilla sp19,Turbonilla,Gastropoda,Mollusca,NA
Turbonilla sp2,Turbonilla,Gastropoda,Mollusca,NA
Turbonilla sp218,Turbonilla,Gastropoda,Mollusca,NA
Turbonilla sp6,Turbonilla,Gastropoda,Mollusca,NA
Turbonilla spa,Turbonilla spa,Gastropoda,Mollusca,NA
Turbonilla spb,Turbonilla spb,Gastropoda,Mollusca,NA
Turbonilla spg,Turbonilla spg,Gastropoda,Mollusca,NA
Turbonilla spi,Turbonilla spi,Gastropoda,Mollusca,NA
Turbonilla spj,Turbonilla spj,Gastropoda,Mollusca,NA
Turbonilla spk,Turbonilla spk,Gastropoda,Mollusca,NA
Turbonilla stricta,Turbonilla stricta,Gastropoda,Mollusca,NA
Turbonilla styliformis,Turbonilla styliformis,Gastropoda,Mollusca,NA
Turbo perspeciosus,Turbo perspeciosus,Gastropoda,Mollusca,NA
Turbo petholatus,Turbo petholatus,Gastropoda,Mollusca,NA
Turbo pulcher,Turbo pulcher,Gastropoda,Mollusca,NA
Turbo sp3,Turbo,Gastropoda,Mollusca,NA
Turbo torquatus,Turbo torquatus,Gastropoda,Mollusca,NA
Turbo undulatus,Turbo undulatus,Gastropoda,Mollusca,NA
Turdidae,Turdidae,Aves,Chordata,birds
Turdus cardis,Turdus cardis,Aves,Chordata,birds
Turdus chrysolaus,Turdus chrysolaus,Aves,Chordata,birds
Turdus iliacus,Turdus iliacus,Aves,Chordata,birds
Turdus merula,Turdus merula,Aves,Chordata,birds
Turdus migratorius,Turdus migratorius,Aves,Chordata,birds
Turdus naumanni,Turdus naumanni,Aves,Chordata,birds
Turdus obscurus,Turdus obscurus,Aves,Chordata,birds
Turdus pallidus,Turdus pallidus,NA,NA,NA
Turdus philomelos,Turdus philomelos,Aves,Chordata,birds
Turdus pilaris,Turdus pilaris,Aves,Chordata,birds
Turdus plumbeus,Turdus plumbeus,Aves,Chordata,birds
Turdus torquatus,Turdus torquatus,Aves,Chordata,birds
Turdus viscivorus,Turdus viscivorus,Aves,Chordata,birds
Turkey Vulture,Turkey,NA,NA,NA
Turpinia occidentalis,Turpinia occidentalis,Magnoliopsida,Tracheophyta,vascular plants
Turpinia ovalifolia,Turpinia ovalifolia,Magnoliopsida,Tracheophyta,vascular plants
Turridae,Turridae,Gastropoda,Mollusca,NA
Turridae genus11,Turridae,Gastropoda,Mollusca,NA
Turridae genus14,Turridae,Gastropoda,Mollusca,NA
Turridae genus16,Turridae,Gastropoda,Mollusca,NA
Turridae genus18,Turridae,Gastropoda,Mollusca,NA
Turridae spa,Turridae spa,Gastropoda,Mollusca,NA
Turridae spb,Turridae spb,Gastropoda,Mollusca,NA
Turris crispa,Turris crispa,Gastropoda,Mollusca,NA
Turris sp1,Turris,Gastropoda,Mollusca,NA
Turris sp2,Turris,Gastropoda,Mollusca,NA
Turritella,Turritella,Gastropoda,Mollusca,NA
Turritella acropora,Turritella acropora,Gastropoda,Mollusca,NA
Turritella communis,Turritella communis,Gastropoda,Mollusca,NA
Turritella exoleta,Turritella exoleta,Gastropoda,Mollusca,NA
Turritella sp,Turritella,Gastropoda,Mollusca,NA
Turritellidae,Turritellidae,Gastropoda,Mollusca,NA
Turritellopsis acicula,Turritellopsis acicula,Gastropoda,Mollusca,NA
Tursiops truncatus,Tursiops truncatus,Mammalia,Chordata,mammals
Turtonia,Turtonia,Bivalvia,Mollusca,NA
Turtonia minuta,Turtonia minuta,Bivalvia,Mollusca,NA
Tussilago farfara,Tussilago farfara,Magnoliopsida,Tracheophyta,vascular plants
Tutufa sp1,Tutufa,Gastropoda,Mollusca,NA
TUVU,NA,NA,NA,NA
Tyche emarginata,Tyche emarginata,Malacostraca,Arthropoda,NA
Tydemania,Tydemania,NA,NA,NA
Tydemania expeditionis,Tydemania expeditionis,Ulvophyceae,Chlorophyta,NA
Tydemania navigatoris,Tydemania navigatoris,Actinopterygii,Chordata,fishes
Tylerius spinosissimus,Tylerius spinosissimus,Actinopterygii,Chordata,fishes
Tylospora fibrillosa,Tylospora fibrillosa,Agaricomycetes,Basidiomycota,NA
Tylosurus acus,Tylosurus acus,Actinopterygii,Chordata,fishes
Tylosurus crocodilus,Tylosurus crocodilus,Actinopterygii,Chordata,fishes
Tylosurus melanotus,Tylosurus melanotus,Actinopterygii,Chordata,fishes
Tylosurus sp,Tylosurus,Actinopterygii,Chordata,fishes
Tylotus lichenoides,Tylotus lichenoides,Florideophyceae,Rhodophyta,NA
Tympanocryptis adelaidensis,Tympanocryptis adelaidensis,Reptilia,Chordata,NA
Tympanophorus sauteri,Tympanophorus sauteri,Insecta,Arthropoda,NA
Tympanuchus cupido,Tympanuchus cupido,Aves,Chordata,birds
Tympanuchus pallidicinctus,Tympanuchus pallidicinctus,Aves,Chordata,birds
Tympanuchus phasianellus,Tympanuchus phasianellus,Aves,Chordata,birds
Tyonidium pellucidum,Tyonidium pellucidum,NA,NA,NA
Typha sp,Typha,Liliopsida,Tracheophyta,vascular plants
Typhlocarcinops stephenseni,Typhlocarcinops stephenseni,Malacostraca,Arthropoda,NA
Typhlomangelia nivalis,Typhlomangelia nivalis,Gastropoda,Mollusca,NA
Typhlonarke tarakea,Typhlonarke tarakea,Elasmobranchii,Chordata,fishes
Typhloplanoidea,Typhloplanoidea,NA,NA,NA
Typhloscolex muelleri,Typhloscolex muelleri,Polychaeta,NA,NA
Typhlotanais,Typhlotanais,Malacostraca,Arthropoda,NA
Typhlotanais adipatus,Typhlotanais adipatus,Malacostraca,Arthropoda,NA
Typhlotanais crassus,Typhlotanais crassus,Malacostraca,Arthropoda,NA
Typhlotanais finmarchicus,Typhlotanais finmarchicus,Malacostraca,Arthropoda,NA
Typhlotanais grahami,Typhlotanais grahami,Malacostraca,Arthropoda,NA
Typhlotanais greenwichensis,Typhlotanais greenwichensis,Malacostraca,Arthropoda,NA
Typhlotanais pulcher,Typhlotanais pulcher,Malacostraca,Arthropoda,NA
Typhlotanais sp,Typhlotanais,Malacostraca,Arthropoda,NA
Typhlotanais williamsi,Typhlotanais williamsi,Malacostraca,Arthropoda,NA
Typosyllis,Typosyllis,Polychaeta,NA,NA
Typosyllis aciculata,Typosyllis aciculata,Polychaeta,NA,NA
Typosyllis alternata,Typosyllis alternata,Polychaeta,NA,NA
Typosyllis amica,Typosyllis amica,Polychaeta,NA,NA
Typosyllis armillaris,Typosyllis armillaris,Polychaeta,NA,NA
Typosyllis caeca,Typosyllis caeca,Polychaeta,NA,NA
Typosyllis corallicola,Typosyllis corallicola,Polychaeta,NA,NA
Typosyllis corallicoloides,Typosyllis corallicoloides,Polychaeta,NA,NA
Typosyllis cornuta,Typosyllis cornuta,Polychaeta,NA,NA
Typosyllis elongata,Typosyllis elongata,Polychaeta,NA,NA
Typosyllis farallonensis,Typosyllis farallonensis,Polychaeta,NA,NA
Typosyllis fuscosuturata,Typosyllis fuscosuturata,Polychaeta,NA,NA
Typosyllis hawaiiensis,Typosyllis hawaiiensis,Polychaeta,NA,NA
Typosyllis heterochaeta,Typosyllis heterochaeta,Polychaeta,NA,NA
Typosyllis hyalina,Typosyllis hyalina,Polychaeta,NA,NA
Typosyllis hyperioni,Typosyllis hyperioni,Polychaeta,NA,NA
Typosyllis krohnii,Typosyllis krohnii,Polychaeta,NA,NA
Typosyllis lutea,Typosyllis lutea,Polychaeta,NA,NA
Typosyllis nipponica,Typosyllis nipponica,Polychaeta,NA,NA
Typosyllis pigmentata,Typosyllis pigmentata,Polychaeta,NA,NA
Typosyllis prolifera,Typosyllis prolifera,Polychaeta,NA,NA
Typosyllis regulata,Typosyllis regulata,Polychaeta,NA,NA
Typosyllis sp,Typosyllis,Polychaeta,NA,NA
Typosyllis sp1,Typosyllis,Polychaeta,NA,NA
Typosyllis sp14,Typosyllis,Polychaeta,NA,NA
Typosyllis sp16,Typosyllis,Polychaeta,NA,NA
Typosyllis sp17,Typosyllis,Polychaeta,NA,NA
Typosyllis sp2,Typosyllis,Polychaeta,NA,NA
Typosyllis sp218,Typosyllis,Polychaeta,NA,NA
Typosyllis sp219,Typosyllis,Polychaeta,NA,NA
Typosyllis sp3,Typosyllis,Polychaeta,NA,NA
Typosyllis sp5,Typosyllis,Polychaeta,NA,NA
Typosyllis tegulum,Typosyllis tegulum,Polychaeta,NA,NA
Typosyllis tigrinoides,Typosyllis tigrinoides,Polychaeta,NA,NA
Typosyllis variegata,Typosyllis variegata,Polychaeta,NA,NA
Typosyllis vittata,Typosyllis vittata,Polychaeta,NA,NA
Typton carneus,Typton carneus,Malacostraca,Arthropoda,NA
Typton prionurus,Typton prionurus,Malacostraca,Arthropoda,NA
Typton tortugae,Typton tortugae,Malacostraca,Arthropoda,NA
Typton vulcanus,Typton vulcanus,Malacostraca,Arthropoda,NA
Tyrannochthonius sp,Tyrannochthonius,Arachnida,Arthropoda,NA
Tyrannus couchii,Tyrannus couchii,Aves,Chordata,birds
Tyrannus crassirostris,Tyrannus crassirostris,Aves,Chordata,birds
Tyrannus dominicensis,Tyrannus dominicensis,Aves,Chordata,birds
Tyrannus forficatus,Tyrannus forficatus,Aves,Chordata,birds
Tyrannus melancholicus,Tyrannus melancholicus,Aves,Chordata,birds
Tyrannus tyrannus,Tyrannus tyrannus,Aves,Chordata,birds
Tyrannus verticalis,Tyrannus verticalis,Aves,Chordata,birds
Tyrannus vociferans,Tyrannus vociferans,Aves,Chordata,birds
Tyria jacobaeae,Tyria jacobaeae,Insecta,Arthropoda,NA
Tyromyces floriformis,Tyromyces floriformis,Agaricomycetes,Basidiomycota,NA
Tyto alba,Tyto alba,Aves,Chordata,birds
Tytthocope pygmaea,Tytthocope pygmaea,Malacostraca,Arthropoda,NA
Tytus sp,Tytus,NA,NA,NA
Uca,Uca,Malacostraca,Arthropoda,NA
Uca crenulata,Uca crenulata,Malacostraca,Arthropoda,NA
Uca lactea,Uca lactea,Malacostraca,Arthropoda,NA
Uca minax,Uca minax,Malacostraca,Arthropoda,NA
Uca pugilator,Uca pugilator,Malacostraca,Arthropoda,NA
Uca pugnax,Uca pugnax,Malacostraca,Arthropoda,NA
Udara dilecta,Udara dilecta,Insecta,Arthropoda,NA
Udara placidula,Udara placidula,Insecta,Arthropoda,NA
Udara sp,Udara,Insecta,Arthropoda,NA
Udaspes folus,Udaspes folus,Insecta,Arthropoda,NA
UDCO,NA,NA,NA,NA
Udea ferrugalis,Udea ferrugalis,Insecta,Arthropoda,NA
Udea itysalis,Udea itysalis,Insecta,Arthropoda,NA
Udea lutealis,Udea lutealis,Insecta,Arthropoda,NA
Udea profundalis,Udea profundalis,Insecta,Arthropoda,NA
Udea prunalis,Udea prunalis,Insecta,Arthropoda,NA
Udea washingtonalis,Udea washingtonalis,Insecta,Arthropoda,NA
UDEJ,NA,NA,NA,NA
Udotea,Udotea,Ulvophyceae,Chlorophyta,NA
Udotea argenta,Udotea argenta,Ulvophyceae,Chlorophyta,NA
Udotea argentea,Udotea argentea,Ulvophyceae,Chlorophyta,NA
Udotea flabellum,Udotea flabellum,Ulvophyceae,Chlorophyta,NA
Udotea glaucescens,Udotea glaucescens,Ulvophyceae,Chlorophyta,NA
Udotea orientalis,Udotea orientalis,Ulvophyceae,Chlorophyta,NA
Udotea sp1,Udotea,Ulvophyceae,Chlorophyta,NA
Udotea sp2,Udotea,Ulvophyceae,Chlorophyta,NA
Ufeus plicatus,Ufeus plicatus,Insecta,Arthropoda,NA
UFLI,NA,NA,NA,NA
Uhlorchestia uhleri,Uhlorchestia uhleri,Malacostraca,Arthropoda,NA
UKFO10,NA,NA,NA,NA
UKFO13,NA,NA,NA,NA
UKFO17,NA,NA,NA,NA
UKFO31,NA,NA,NA,NA
UKFO51,NA,NA,NA,NA
UKFO75,NA,NA,NA,NA
Ulcina olrikii,Ulcina olrikii,Actinopterygii,Chordata,fishes
Ulex parviflorus,Ulex parviflorus,Magnoliopsida,Tracheophyta,vascular plants
ULMU,NA,NA,NA,NA
Ulmus americana,Ulmus americana,Magnoliopsida,Tracheophyta,vascular plants
Ulmus glabra,Ulmus glabra,Magnoliopsida,Tracheophyta,vascular plants
Ulmus laevis,Ulmus laevis,Magnoliopsida,Tracheophyta,vascular plants
Ulmus minor,Ulmus minor,Magnoliopsida,Tracheophyta,vascular plants
Ulmus rubra,Ulmus rubra,Magnoliopsida,Tracheophyta,vascular plants
Ulmus sp,Ulmus,NA,NA,NA
Ulnaria acus,Ulnaria acus,Bacillariophyceae,Ochrophyta,NA
Ulnaria delicatissima,Ulnaria delicatissima,Bacillariophyceae,Ochrophyta,NA
Ulnaria ulna,Ulnaria ulna,Bacillariophyceae,Ochrophyta,NA
Uloma marseuli,Uloma marseuli,Insecta,Arthropoda,NA
Ulonema rhizophorum,Ulonema rhizophorum,Phaeophyceae,Ochrophyta,NA
Ulosa digitata,Ulosa digitata,Demospongiae,Porifera,NA
Ulothrix,Ulothrix,Ulvophyceae,Chlorophyta,NA
Ulothrix flacca,Ulothrix flacca,Ulvophyceae,Chlorophyta,NA
Ulothrix implexa,Ulothrix implexa,Ulvophyceae,Chlorophyta,NA
Ulothrix palusalsa,Ulothrix palusalsa,Ulvophyceae,Chlorophyta,NA
Ulothrix speciosa,Ulothrix speciosa,Ulvophyceae,Chlorophyta,NA
Ulothrix subflaccida,Ulothrix subflaccida,Ulvophyceae,Chlorophyta,NA
Ulua aurochs,Ulua aurochs,Actinopterygii,Chordata,fishes
Ulua mentalis,Ulua mentalis,Actinopterygii,Chordata,fishes
Ulva,Ulva,Ulvophyceae,Chlorophyta,NA
Ulva clathrata,Ulva clathrata,Ulvophyceae,Chlorophyta,NA
Ulva conglobata,Ulva conglobata,Ulvophyceae,Chlorophyta,NA
Ulva curvata,Ulva curvata,Ulvophyceae,Chlorophyta,NA
Ulva flexuosa,Ulva flexuosa,Ulvophyceae,Chlorophyta,NA
Ulva intestinalis,Ulva intestinalis,Ulvophyceae,Chlorophyta,NA
Ulva kylinii,Ulva kylinii,Ulvophyceae,Chlorophyta,NA
Ulva lactuca,Ulva lactuca,Ulvophyceae,Chlorophyta,NA
Ulva linza,Ulva linza,Ulvophyceae,Chlorophyta,NA
Ulva olivascens,Ulva olivascens,Ulvophyceae,Chlorophyta,NA
Ulva pertusa,Ulva pertusa,Ulvophyceae,Chlorophyta,NA
Ulva prolifera,Ulva prolifera,Ulvophyceae,Chlorophyta,NA
Ulva reticulata,Ulva reticulata,Ulvophyceae,Chlorophyta,NA
Ulvaria oxysperma,Ulvaria oxysperma,Ulvophyceae,Chlorophyta,NA
Ulvaria subbifurcata,Ulvaria subbifurcata,Actinopterygii,Chordata,fishes
Ulva rigida,Ulva rigida,Ulvophyceae,Chlorophyta,NA
Ulva sp,Ulva,Ulvophyceae,Chlorophyta,NA
Ulva sp1,Ulva,Ulvophyceae,Chlorophyta,NA
Ulva sp2,Ulva,Ulvophyceae,Chlorophyta,NA
Ulvella lens,Ulvella lens,Ulvophyceae,Chlorophyta,NA
Umalia misakiensis,Umalia misakiensis,Malacostraca,Arthropoda,NA
Umbellosphaera,Umbellosphaera,Prymnesiophyceae,Haptophyta,NA
Umbellosphaera spec,Umbellosphaera spec,Prymnesiophyceae,Haptophyta,NA
Umbellula,Umbellula,Anthozoa,Cnidaria,NA
Umbellulifera juvenile,Umbellulifera juvenile,Anthozoa,Cnidaria,NA
Umbellulifera sp1,Umbellulifera,Anthozoa,Cnidaria,NA
Umbellulifera sp2,Umbellulifera,Anthozoa,Cnidaria,NA
Umbellulifera sp3,Umbellulifera,Anthozoa,Cnidaria,NA
Umbellulifera sp5,Umbellulifera,Anthozoa,Cnidaria,NA
Umbilicaria sp,Umbilicaria,Lecanoromycetes,Ascomycota,NA
Umbilicosphaera,Umbilicosphaera,Prymnesiophyceae,Haptophyta,NA
Umbilicosphaera hulburtiana,Umbilicosphaera hulburtiana,Prymnesiophyceae,Haptophyta,NA
Umbilicosphaera sibogae,Umbilicosphaera sibogae,Prymnesiophyceae,Haptophyta,NA
Umbonium costatum,Umbonium costatum,Gastropoda,Mollusca,NA
Umbonium moniliferum,Umbonium moniliferum,Gastropoda,Mollusca,NA
Umbonium sp,Umbonium,Gastropoda,Mollusca,NA
Umbonium vestiarium,Umbonium vestiarium,Gastropoda,Mollusca,NA
Umbonula,Umbonula,Gymnolaemata,Bryozoa,NA
Umbonula arctica,Umbonula arctica,Gymnolaemata,Bryozoa,NA
Umbonula littoralis,Umbonula littoralis,Gymnolaemata,Bryozoa,NA
Umbraculum umbraculum,Umbraculum umbraculum,Gastropoda,Mollusca,NA
Umbra pygmaea,Umbra pygmaea,Actinopterygii,Chordata,fishes
Umbraulva japonica,Umbraulva japonica,Ulvophyceae,Chlorophyta,NA
Umbrina canosai,Umbrina canosai,Actinopterygii,Chordata,fishes
Umbrina coroides,Umbrina coroides,Actinopterygii,Chordata,fishes
UNAC,NA,NA,NA,NA
UNBL,NA,NA,NA,NA
UNBU,NA,NA,NA,NA
Uncaria tomentosa,Uncaria tomentosa,Magnoliopsida,Tracheophyta,vascular plants
Unciola,Unciola,Malacostraca,Arthropoda,NA
Unciola crenatipalma,Unciola crenatipalma,Malacostraca,Arthropoda,NA
Unciola dissimilis,Unciola dissimilis,Malacostraca,Arthropoda,NA
Unciola inermis,Unciola inermis,Malacostraca,Arthropoda,NA
Unciola irrorata,Unciola irrorata,Malacostraca,Arthropoda,NA
Unciola leucopis,Unciola leucopis,Malacostraca,Arthropoda,NA
Unciola planipes,Unciola planipes,Malacostraca,Arthropoda,NA
Unciola serrata,Unciola serrata,Malacostraca,Arthropoda,NA
Unciola sp,Unciola,Malacostraca,Arthropoda,NA
Unciola sp2,Unciola,Malacostraca,Arthropoda,NA
Unciola spicata,Unciola spicata,Malacostraca,Arthropoda,NA
UNCO,NA,NA,NA,NA
Undaria pinnatifida,Undaria pinnatifida,Phaeophyceae,Ochrophyta,NA
Undatella,Undatella,NA,NA,NA
Undella sp,Undella,Oligotrichea,Ciliophora,NA
Undeuchaeta magna,Undeuchaeta magna,Hexanauplia,Arthropoda,NA
Undeuchaeta major,Undeuchaeta major,Hexanauplia,Arthropoda,NA
Undeuchaeta plumosa,Undeuchaeta plumosa,Hexanauplia,Arthropoda,NA
Undeuchaeta sp,Undeuchaeta,Hexanauplia,Arthropoda,NA
Undinella,Undinella,Hexanauplia,Arthropoda,NA
Undinella acuta,Undinella acuta,Hexanauplia,Arthropoda,NA
Undinella brevipes,Undinella brevipes,Hexanauplia,Arthropoda,NA
Undinella oblonga,Undinella oblonga,Hexanauplia,Arthropoda,NA
Undinella sp,Undinella,Hexanauplia,Arthropoda,NA
Undinopsis pacificus,Undinopsis pacificus,Hexanauplia,Arthropoda,NA
Undinula sp,Undinula,Hexanauplia,Arthropoda,NA
Undinula vulgaris,Undinula vulgaris,Hexanauplia,Arthropoda,NA
UNDO,NA,NA,NA,NA
UNDU,NA,NA,NA,NA
UNDW,NA,NA,NA,NA
UNEG,NA,NA,NA,NA
UNFA,NA,NA,NA,NA
UNFI,NA,NA,NA,NA
UNFL,NA,NA,NA,NA
UNGN,NA,NA,NA,NA
UNGO,NA,NA,NA,NA
UNGU,NA,NA,NA,NA
Ungulinidae,Ungulinidae,Bivalvia,Mollusca,NA
UNHA,NA,NA,NA,NA
UNHE,NA,NA,NA,NA
UNHU,NA,NA,NA,NA
UNID,NA,NA,NA,NA
Unid amphiuridae,Unid amphiuridae,NA,NA,NA
Unid aoridae,Unid aoridae,NA,NA,NA
Unid asteroidea,Unid asteroidea,NA,NA,NA
Unid bivalvia,Unid bivalvia,NA,NA,NA
Unid bullidae,Unid bullidae,NA,NA,NA
Unid clionidae,Unid clionidae,NA,NA,NA
Unid echinoidea,Unid echinoidea,NA,NA,NA
Unid enteropneusta,Unid enteropneusta,NA,NA,NA
Unidentified,NA,NA,NA,NA
Unidentified 1,NA,NA,NA,NA
Unidentified 2,NA,NA,NA,NA
Unidentified 3,NA,NA,NA,NA
Unidentified albatross,NA,NA,NA,NA
Unidentified anemone sp,NA,NA,NA,NA
Unidentified Arborescent Bryozoan sp,NA,NA,NA,NA
Unidentified atlantids,NA,NA,NA,NA
Unidentified Blackbird,NA,NA,NA,NA
Unidentified brown blade sp,NA,NA,NA,NA
Unidentified carideans,NA,NA,NA,NA
Unidentified chaetognaths,NA,NA,NA,NA
Unidentified Copepod,NA,NA,NA,NA
Unidentified Cowbird,NA,NA,NA,NA
Unidentified Dark-eyed-Junco,NA,NA,NA,NA
Unidentified deciduous,NA,NA,NA,NA
Unidentified dolphin,NA,NA,NA,NA
Unidentified Doves,NA,NA,NA,NA
Unidentified Duck,NA,NA,NA,NA
Unidentified egg,NA,NA,NA,NA
Unidentified Egret,NA,NA,NA,NA
Unidentified erect coralline sp,NA,NA,NA,NA
Unidentified euphausiid,NA,NA,NA,NA
Unidentified evergreen,NA,NA,NA,NA
Unidentified Falcon,NA,NA,NA,NA
Unidentified Fish,NA,NA,NA,NA
Unidentified Flycatcher,NA,NA,NA,NA
Unidentified forb1,NA,NA,NA,NA
Unidentified forb2,NA,NA,NA,NA
Unidentified Gnatcatcher,NA,NA,NA,NA
Unidentified graminoid,NA,NA,NA,NA
Unidentified Hummingbird,NA,NA,NA,NA
Unidentified hydroid sp,NA,NA,NA,NA
Unidentified invertebrate,NA,NA,NA,NA
Unidentified invertebrates,NA,NA,NA,NA
Unidentified lichen,NA,NA,NA,NA
Unidentified Macaw,NA,NA,NA,NA
Unidentified Meadowlark,NA,NA,NA,NA
